placa;modelo;linea;motor;cilindraje;marca_id;created_at;updated_at;cantidad_aceite_motor;marca_aceite;tipo_aceite;filtro_aceite;filtro_aire;cantidad_aceite_cc;marca_cc;tipo_aceite_cc;filtro_aceite_cc;filtro_de_enfriador;tipo_caja;cantidad_aceite_diferencial;marca_aceite_d;tipo_aceite_d;cant_aceite_transfer;marca_aceite_t;tipo_aceite_t;filtro_cabina;filtro_diesel;contra_filtro_diesel;candelas;pastillas_delanteras;pastillas_traseras;fajas;aceite_hidraulico
P120JNM;XX;FIT;XX;X;18;X;X;4LITROS;MAXLIFE;10W30;PH2867;CA10233;XX;X;X;X;X;X;XX;X;X;X;X;X;X;XX;X;X;X;X;X;X
P449JHB;2006;FIT;XX;XX;18;X;X;4LITROS;MOTULBARRIL;10W30;PH2867;CA10233;XX;X;X;X;X;X;XX;X;X;XX;X;CF10549;X;XX;X;X;X;X;X;X
P332JDR;XX;FIT;XX;XX;18;X;X;1GARRAFA;MAGNATEC;20W50;PH2867;CA10650;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P663JTL;XX;FIT;X;XX;18;X;X;1GARRAFA;MAXLIFE;5W20;PH2867;CA10650;XX;X;X;X;X;X;X;X;X;X;XX;CF11182;X;XX;X;X;X;X;X;X
P568JQX;XX;FIT;XX;X;18;X;X;4LITROS;MAXLIFE;10W30BARRIL;PH2867;CA10650;X;X;X;X;X;X;X;X;X;X;X;CF11182;X;XX;X;X;X;X;X;X
P943KQK;2009;FIT;X;X;18;X;X;1GARRAFA;QUAKER;5W20;PH2867;CA10650;X;X;X;X;X;X;X;X;X;X;X;CF11182;X;X;X;X;X;X;X;X
P387GJD;2010;FIT;X;X;18;X;X;1GARRAFA;MAGNATEC;10W30;PH2867;CA10650;X;CASTROLATF;X;X;X;X;X;X;X;1GALON;FTR5L003;CF11182;X;X;X;X;X;X;X;X
P433KYG;2009;FIT;XX;4;18;X;X;4LTOS.BARRIL;MOTUL;10W30;PH2867;CA10650;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11182;X;XX;X;X;X;X;X;X
P523KTD;2017;FIT;1.5;X;18;X;X;1GARRAFA;QUAKERFULL;0W20;PH2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P925KWM;2012;FIT;X;X;18;X;X;1GARRAFA;MAXLIFE;5W20;PH2867;CA10650;X;1GALON;X;X;X;X;X;X;X;CASTROLATF;FTR5L003;X;X;MF985;X;X;X;X;X;X
P777JJD;X;FIT;X;X;18;X;X;X;X;X;X;X;X;CASTROLATF;X;X;X;X;X;X;X;3GALONES;FTR5L003;X;X;X;X;X;X;X;X;X
P985GJQ;2009;FIT;1.5;XX;18;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;FTR5L003;X;X;XX;X;X;X;X;X;X
P985GJQ;2009;FIT;1.5;XX;18;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;FTRSL003;X;X;XX;X;X;X;X;X;X
P247GDL;2007;FITSPORT;1.5;4;18;X;X;1GL.;VALV.MAXLIFE;20W50;PH2867;PAB10233;XX;ATFDURADRIVE;X;X;X;X;XX;X;X;3LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P962GRC;2011;FYT;1.5;4;18;X;X;1GL.;QUAKERFULL;0W20;PH2867;CA10650;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11182;X;XX;X;X;X;X;X;X
P125GFY;XX;FYT;XX;4;18;X;X;1GL.;VALV.MAXLIFE;10W30;PH2876;CA10233;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P528GTC;2011;HIBRIDO;1.3;XX;18;X;X;1GL.;VALV.MAXLIFE;5W30;PH2867;CA10490;XX;CASTROLCVT;X;X;X;X;XX;X;X;5LITROS;FTR5L003;CF10134;X;XX;X;X;X;X;X;X
P890HBF;2017;HRV;XX;4;18;X;X;1GL.;QUAKERFULLSYN;0W20;PH2867;CA12052;XX;KENDALLCVT;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P341GNW;2016;HRV;2.4;4;18;X;X;4.5LTOS.;CASTROLEDGE;0W20;PH2867;LA3093;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P069JGY;2017;HRV;2.4;4;18;X;X;1GL.;QUAKERFULL;5W20;PH2867;CA12052;XX;KEND.CVTPLUS;X;X;X;X;XX;X;X;6LITROS;FT5T0-003;XX;X;XX;X;X;X;X;X;X
P680HGD;2017;HRV;2.4;4;18;X;X;1GL.;VALV.MAXLIFE;10W30;PH2867;CA12052;XX;XX;X;X;X;X;SOLOAGENCIA;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P714JCX;XX;HRV;2.4;4;18;X;X;1GL.;QUAKERFULL;5W30;PH2867;CA12052;XX;KENDALLCVT;X;X;X;X;XX;X;X;4LTOS.;25420-5TO-003;XX;X;XX;X;X;X;X;X;X
P473JGX;XX;HRV;2.4;4;18;X;X;1GARRAFA;QUAKERFULL;0W20;PH2867;CA12052;XX;KENDALCVTPLUS;X;X;X;X;SOLOAGENCIA;X;X;5LTOS.;FT5TO-003;XX;X;XX;X;X;X;X;X;X
P961JPM;2016;HRV;XX;XX;18;X;X;1GARRAFA;QUAKERFULL;0W20;PH2867;CA12052;XX;XX;X;X;X;X;XX;X;X;XX;XXX;CF11182;X;XX;X;X;X;X;X;X
P623JZH;XX;HRV;2.4;4;18;X;X;1GARRAFA;QUAKERSINT.;5W20;PH2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P431HXB;2017;HRV;X;X;18;X;X;1GARRAFA;QUAKER;0W20;PH2876;CA10252;X;EUROLCVT;X;X;X;X;X;X;X;1GARRAFA;FT5T0003YFT1219;XX;X;X;X;X;X;X;X;X
P821FQR;XX;INTEGRA;XX;4;18;X;X;1GL.(5);CASTROLMAG.;10W30;PH52867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P032CYR;1997;ODISEA;2.2;4;18;X;X;1GL.;QUAKER;20W50;PH2808;CA7420;X;MULTIVEHICULO;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P318DLW;XX;ODISEA;XX;XX;18;X;X;5LITROS;EUROL;10W40;PH2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF80291-SDC-W01;X;XX;X;X;X;X;X;X
P823FKQ;2006;ODYSSEY;3.5;V6;18;X;X;1GL.;QUAKER;20W50;PH2867;CA10013;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P918JCW;2008;ODYSSEY;3.5;V-6;18;X;X;1GARRAFA;MOTUL;20W50;PH2867;CA10013;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P792KHQ;2008;ODYSSEY;XX;XX;18;X;X;1GARRAFA;MAGNATEC;10W30;PH2867;XX;XX;X;X;X;X;X;XX;X;X;XX;XX;CF10134;X;XX;X;X;X;X;X;X
P335JZC;2005;ODYSSEY;X;X;18;X;X;4.5LITROS;MOTUL;10W30;PH2867;CA10013;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P475HZL;2005;PILOT;XX;XX;18;X;X;XX;XX;XX;XX;XX;XX;VERSATRANS;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P805HXX;2011;PILOT;XX;XX;18;X;X;1GL.;QUAKERFULL;10W30;PH2867;CA10013;XX;ATFCASTROL;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P917KWD;2012;PILOT;3.5;V6;18;X;X;1GARRAFA;QUAKER;10W30;PH2867;CA10013;X;CASTROLATF;X;X;X;X;DUAL;X;X;1GALON;XX;CF10134;X;MF1067MF1068;X;X;X;X;X;X
P604GXL;2013;PILOT;3.5;V6;18;X;X;1GARRAFA;QUAKERFULL;5W20;PH2867;CA10013;X;X;X;X;X;X;X;X;X;X;X;CF10134;X;X;X;X;X;X;X;X
P506HSS;2004;PILOT;X;X;18;X;X;5LITROS;MOTUL;20W50BARRIL;PH2867;X;X;CASTROLATF;X;X;X;X;X;X;X;1GALON;X;X;X;X;X;X;X;X;X;X
P504KTD;X;PILOT;X;X;18;X;X;4.5LITROS;MOTUL;10W30BARRIL;PH2876;CA10013;X;X;X;X;X;X;X;X;X;X;X;CF10134;X;X;X;X;X;X;X;X
P563KYG;1998;PRELUDE;XX;XX;18;X;X;5.5LITROS;MOTULBARRIL;20W50;PH2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P386KFF;2006;H3;XX;XX;17;X;X;6LITROS;MAXLIFEBARRIL;10W30;PH59;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P398DYM;2006;H3;5.3;XX;17;X;X;6LITROS;GTXSELLADO;20W50;PH59;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P667FJL;XX;H3;XX;XX;17;X;X;7LITROS;CASTROLGTX;20W50BARRIL;PH59;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P058FXX;2007;H34X4;3.7;5;17;X;X;7LTOS.;CASTROLMAG.;10W30;PH59;PAB9778;X;VALV.MAXLIFELV;X;X;X;X;X;X;X;4LTOS.;FT1230;X;X;X;X;X;X;X;X;X
P437JTG;2010;GRANDSTAREX;XX;XX;19;X;X;8LITROS;VECTONBARRIL;15W40;LFP805;XX;XX;XX;X;X;X;X;X;X;X;XX;XX;X;X;XX;X;X;X;X;X;X
P097JTK;2010;SANTAFE;2;XX;19;X;X;8LITROS;VECTONBARRIL;15W40;OE674/6;28113-2P300;XX;XX;X;X;X;X;XX;X;X;XXX;XX;CF11664;X;XX;X;X;X;X;X;X
P600JFH;XX;TUCSON;XX;XX;19;X;X;1GARRAFA;CASTROLMAG.;20W50;PH2808;28113-2S000;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10709;X;XX;X;X;X;X;X;X
P042HPT;XX;GRANDS.;XX;XX;19;X;X;7.5LTS;VECTONBARRIL;15W40;LFP805;28113-4H000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;PP979/2;X;X;X;X;X;X
P059JBQ;XX;TERRACAN;XX;4;19;X;X;7LTOS.BARRIL;CASTROLCRB;15W40;LFP805;28113-H1915;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P625HPY;2006;TERRACAN;2.5;4;19;X;X;7LTOS.;MOTULBARRIL;15W40;LFP805;28113-H1915;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P494JJD;2003;TERRACAN;XX;XX;19;X;X;7LITROS;VECTONBARRIL;15W40;LFP805;28113-H1915;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT65D10;XX;X;XX;X;X;X;X;X;X
P119HMT;XX;TERRACAN;XX;XX;19;X;X;7LITROS;VECTONBARRIL;15W40;LFP805;28113-H1915;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;PP838/8;X;X;X;X;X;X
P952HMS;XX;TERRACAN;XX;XX;19;X;X;7LITROS;MOTULBARRIL;15W40;LFP805;28113-H1915;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P433DWJ;2001;XX;2;4;19;X;X;1GL.;QUAKER;20W50;PH2808;CA8970;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTS.;FT1153;X;X;X;X;X;X;X;X;X
P799GCS;2002;XX;2.5;4;19;X;X;6LTOS.;EUROL;15W40;LFP805;28130-4A001;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;FP941F;X;X;X;X;X;X
P270GJQ;X;XX;X;X;19;X;X;1GL.;VALV.MAXLIFE;10W30;PH2808;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P705GKJ;2009;XX;1.6;4C;19;X;X;4LTOS.;CASTROLBARRIL;20W50;PH2808;CA10088;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P070DZW;XX;XX;XX;XX;19;X;X;8LTOS.BARRIL;VECTON;15W40;OE674/6;28113-2P300;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P373GZS;XX;XX;XX;4;19;X;X;1GL.;QUAKERFULL;10W30;PH2876;28113-B4000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P874FWV;XX;XX;XX;4;19;X;X;4LTOS.;CASTROLBARRIL;20W50;PH2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P962HGM;XX;XX;XX;4;19;X;X;1GL.;VALV.MAXLIFE;5W20;PH2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P561GHH;XX;XX;XX;XX;19;X;X;7LTS;VECTON;15W40;OE674/6;28113-2W300;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;PP979/8;X;X;X;X;X;X
P218GKL;XX;XX;XX;XX;19;X;X;1GL.(5);CASTROLGTX;20W50;PH2808;CA8121B;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
C361BSW;XX;XX;XX;XX;19;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;2GALONES;XX;XX;X;XX;X;X;X;X;X;X
P760GWZ;xx;XX;xx;xx;19;X;X;6LITROS;MOTULBARRIL;15W40;LFP805;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P403JXJ;TUCSON;XX;XX;XX;19;X;X;6LITROS;MOTULBARRIL;15W40;26310-27200;CA8121B;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;X;CF10709;X;PP979/2;X;X;X;X;X;X
P732FFM;X;XX;X;X;19;X;X;6LITROS;VECTON;15W40;LFP805;28113-4F000;MEC.75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;FP941F;X;X;X;X;X;X
P831HLM;2004;ST.;2.4;4;19;X;X;6LTOS.;VALVOLINE;15W40;LFP805;28113-4A001;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P264BZS;2005;ACCENT;1.6;4;19;X;X;1GL.;MOTUL;20W50W;PH2808;CA9392;75W90GL4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P231FRX;2008;ACCENT;1.6;4;19;X;X;1GL.;QUAKER;20W50;PH2808;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P020FMY;2004;ACCENT;1.6;4;19;X;X;1GL.;QUAKER;20W50;PH2808;CA8970;75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P799FNC;X;ACCENT;X;4;19;X;X;1GL.;EUROL;20W50;PH2867;PAB11206;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P872GKJ;2009;ACCENT;1.6;4;19;X;X;4LTOS.;MAXLIFE;5W20;PH2808;CA10088;XX;ATFVAL.MAXLIFE;X;X;X;X;XX;X;X;4LTOS.APROX.;XX;XX;X;XX;X;X;X;X;X;X
P203GWC;2012;ACCENT;1.6;4;19;X;X;1GL.;VALV.MAXLIFE;10W30;PH2808;CA11206;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P597KCZ;2011;ACCENT;1.6;XX;19;X;X;1GARRAFA;MAXLIFE;5W30;PH2808;CA10088;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10728;X;XX;X;X;X;X;X;X
P674CCB;2000;ACCENT;XX;XX;19;X;X;1GALON;GTX;20W50;PH2876;CA8970;XX;X;X;X;X;X;XX;X;X;XX;X;X;X;XX;X;X;X;X;X;X
P117GCZ;2017;ACCENT;X;X;19;X;X;1GARRAFA;KENDALL;10W30;PH2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P824JGZ;2010;ACCENT;X;X;19;X;X;3.5LITROS;MOTUL;10W30;PH2876;CA10088;X;X;X;X;X;X;X;X;X;X;X;CF10719;X;X;X;X;X;X;X;X
P571FGS;XX;ATO;XX;XX;19;X;X;3LTOS.BARRIL;CASTROLGTX;20W50;PH2867;28113-02510;75W90GL5;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
C338BNV;2006;COUNTRY;X;X;19;X;X;8LITROS;VECTON;15W40;LFP3307;X;MEC.80W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;FP570F;X;X;X;X;X;X
P886JSW;XXX;CRETA;XX;XX;19;X;X;1GARRAFA;QUAKERFULL;10W30;X;28113-2S000;XX;XXX;X;X;X;X;XX;X;X;X;XXX;XX;X;XX;X;X;X;X;X;X
P919GWK;2011;ELANTRA;XX;4;19;X;X;1GL.;QUAKERFULLSYN;5W20;PH2808;28113-2S000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P459FNK;2002;ELANTRA;2;4;19;X;X;1GL.;QUAKER;20W50;PH2808;PAB8121B;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P815GJM;2012;ELANTRA;1.5;4;19;X;X;1GL.;EUROL;10W40;PH2808;28113-2S000;X;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P781DKP;2002;ELANTRA;2;4;19;X;X;1GL.;QUAKER;20W50;PH2808;CA8121B;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P654GJG;2015;ELANTRA;XX;4;19;X;X;1GL.;VALV.MAXLIFE;10W30;PH2808;28113-2S000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P906JFF;2016;ELANTRA;2;4;19;X;X;1GL.;VAVL.MAXLIFE;5W20;PH2808;28113-2S000;XX;X;X;X;X;X;XX;X;X;XX;XX;CF11184;X;XX;X;X;X;X;X;X
P520JNS;2017;ELANTRA;XX;4;19;X;X;1GARRAFA;VALV.MAXLIFE;5W20;PH2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10728;X;XX;X;X;X;X;X;X
P640JNM;2013;ELANTRA;1.8;4;19;X;X;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P565JYT;XX;ELANTRA;XX;XX;19;X;X;1GARRAFA;MAGNATEC;10W30;PH2808;XX;X;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P737GSN;2013;ELANTRA;XX;XX;19;X;X;XX;XX;XX;XX;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P972HBG;2007;ENTOUR.;3.8;XX;19;X;X;6LTOS.;KENDALL;20W50;WIX57061;CA7241;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P036BNS;2003;GALOPER;2.5;4;19;X;X;7LOS.;QUAKER;15W40;LFP805;17801-54100;80W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;FP941F;X;X;X;X;X;X
P690FTG;2001;GRACE;2.54X2;4;19;X;X;6LTOS.;DELO;15W40;LFP805;X;75W90GL5;X;X;X;X;X;75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X
P630GLQ;2002;GRACE;2.5;4;19;X;X;6LTOS.;EUROL;15W40;LFP805;17801-54100;80W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;FP941F;X;X;X;X;X;X
P831BSC;2003;GRACE;2.5;XX;19;X;X;6LTS;CASTROLCRB;15W40;LFP805;17801-54100;VALV.75W90GL5;X;X;X;X;X;XX;X;X;X;X;X;X;XX;X;X;X;X;X;X
P141JHB;XX;GRACE;XX;XX;19;X;X;1GARRAFA;EUROL;15W40;LFP805;17801-54100;VAL75W90;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P652FGX;X;H1;X;X;19;X;X;6LTOS.;CASTROLVECTON;15W40;LFP805;28113-4H000;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P935FNK;XX;H1;XX;XX;19;X;X;5.5LITROS;CRBBARRIL;15W40;LFP805;28113-4F000;80W90;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
C554BQW;XX;H-1;XX;XX;19;X;X;6LTS.;VECTON;15W40;LFP805;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;PP979/2;X;X;X;X;X;X
P493DHL;2008;H18VX;2.6;4;19;X;X;1GL.y2LTOS.;CASTROLVECTON;15W40;LFP805;28130-4A001;75W90GL4;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;FP941F;X;X;X;X;X;X
P385DRC;XX;H100;XX;XX;19;X;X;7LITROS;MOTULBARRIL;15W40;LFP805;17801-54100;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
C038BRY;XX;H100;XX;XX;19;X;X;6LITROS;MOTULSELLADO;15W40;LFP805;28113-4F000;XX;XX;X;X;X;X;XX;X;X;X;XX;X;X;XX;X;X;X;X;X;X
C432BWH;XX;HD35;XX;XX;19;X;X;10LITROS;MOTULBARRIL;15W40;LFP805;PABS008;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;FP570F;X;X;X;X;X;X
P881HXX;2018;I10;1.2;4;19;X;X;1GL.;QUAKERFULL;10W30;PH2876;28113-B4000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P114LHL;2019;KONA;2;XX;19;X;X;1GARRAFA;QUAKERFULLS;10W30;PH2808;XX;X;XX;X;X;X;X;XX;X;X;XX;XX;CF11671;X;XX;X;X;X;X;X;X
P143CMP;1977;PONI;1.4;7;19;X;X;1GL.;SHELLHELIX;20W50;PH2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
C460BYY;X;PORTER;X;X;19;X;X;8LITROS;MOTUL;15W40BARRIL;LFP805;28113-4F000;X;XX;X;X;X;X;X;X;X;X;X;X;X;PP979/2;X;X;X;X;X;X
C043BVG;XX;PORTERII;XX;XX;19;X;X;7LITROS;MOTULBARRIL;15W40;LFP805;28113-4F000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;PP979/2;X;X;X;X;X;X
C066BZF;X;PORTERII;X;X;19;X;X;7.5LITROS;MOTUL;15W40BARRIL;LFP805;CA10564;X;X;X;X;X;X;X;X;X;X;X;X;X;PP979/2;X;X;X;X;X;X
C545BPZ;XX;POTER;XX;4;19;X;X;7LTOS.BARRIL;CASTROLVECTON;15W40;LFP805;28113-4F000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P471FGF;XX;SANTAFE;XX;XX;19;X;X;1GL.;MAXLIFE;10W30;PH2808;CA10881;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P864HMN;XX;SANTAFE;XX;XX;19;X;X;6LTS;MOTULBARRIL;15W40;26310-27200;28113-2B000;75W90;XX;X;X;X;X;XX;X;X;XX;XX;CF11819;X;PP979/4;X;X;X;X;X;X
P153KFP;2015;SANTAFE;GASOLINA;XX;19;X;X;1GARRAFA;QUAKER;5W20;PH2808;28119-2W100;XX;MAXLIFEATF;X;X;X;X;XX;X;X;3GALONES;XX;CF11819;X;XX;X;X;X;X;X;X
P008HRF;XX;SANTAFE;XXX;XX;19;X;X;6LITROS;MOTULBARRIL;15W40;26310-27200;CA10539;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10381;X;XX;X;X;X;X;X;X
P304KYH;X;SANTAFE;X;X;19;X;X;8LITROS;MOTUL;10W30DIESEL;OE674/6;28113-2W300;X;X;X;X;X;X;X;X;X;X;X;CF11819;X;X;X;X;X;X;X;X
P503KHT;XX;SANTAFE;XX;XX;19;X;X;7LITROS;MOTULBARRIL;15W40;26310-27200;28113-26000;X;MAXLIFEATF;X;X;X;X;X;X;X;X;X;CF10381;X;X;X;X;X;X;X;X
P857KSM;2012;SANTAFE;XX;XX;19;X;X;9LTOS;MOTUL(BARRIL);15W40;OE74/6;28113-2P300;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P808JBJ;XX;STAFE;XX;XX;19;X;X;7.5LITROS;MOTUL;15W40;OE674/6;28113*-2W300;X;XXX;X;X;X;X;XX;X;X;XX;XX;CF10381;X;XX;X;X;X;X;X;X
P421JGY;2007;STAFE;2.2;XX;19;X;X;6LITROS;MOTULBARRIL;15W40;26310-27200;28113-2B000;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;PP-979/4;X;X;X;X;X;X
P017FKR;XX;STAFE;XX;XX;19;X;X;7LITROS;EUROL;10W40;OE674/6;28113-2W300;XX;CASTROLATF;X;X;X;X;XX;X;X;4GLS;XX;CF10134;X;XX;X;X;X;X;X;X
P875GSJ;XX;STAFE;XX;XX;19;X;X;1GARRAFA;QUAKER;20W50;PH2808;CA8121B;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P978GRR;XX;STAFE;XX;X;19;X;X;6LITROS;CRBBARRIL;15W40;26310-27200;28113-2B000;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P358KCY;2007;STAFE;XX;XX;19;X;X;6LITROS;VECTON;15W40;26310-27200;XX;X;X;X;X;X;X;X;X;X;X;X;CF10381;X;X;X;X;X;X;X;X
P895KWM;X;STAFE;X;X;19;X;X;8LITROS;MOTUL;15W40;OE674/6;28113-2W300;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P695KQZ;X;STAFE;X;X;19;X;X;9LITROS;MOTUL;15W40BARRIL;674/6;28113-2W300;X;X;X;X;X;X;X;X;X;X;X;CF11819;X;X;X;X;X;X;X;X
P857KSN;X;STAFE;X;X;19;X;X;9LITROS;MOTUL;15W40BARRIL;674/6;28113-2P300;X;X;X;X;X;X;X;X;X;X;X;CF10381;X;PP979/4;X;X;X;X;X;X
P420KTD;X;STAFE;X;X;19;X;X;6.5LITROS;VECTON;15W40;26310-27200;28113-2B000;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P300JSP;2016;STAFE;X;X;19;X;X;1GARRAFA;MAXLIFE;5W30;PH2808;28113-A9100;X;MAXLIFEATF;X;X;X;X;X;X;X;1GALON;X;CF11819;X;X;X;X;X;X;X;X
P065FQF;2004;STA.FE;2.4;4;19;X;X;1GL.;QUAKER;20W50;PH2808;28113-26000;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1153;X;X;X;X;X;X;X;X;X
P228DMV;2013;STA.FE;1.5;4;19;X;X;1GL.;QUAKER;20W50;PH2808;28113-2B000;75W90GL4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
